epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
178,2875.92,0.42011,0.52769,0.81679,0.93731,0.98111,0.98656,0.87119,0.44317,0.56774,0.80452,8.84289e-05,8.84289e-05,8.84289e-05
179,2891.11,0.39973,0.49024,0.80615,0.96194,0.94934,0.98469,0.86852,0.43949,0.57472,0.80425,8.48946e-05,8.48946e-05,8.48946e-05
180,2906.32,0.43598,0.5527,0.82765,0.96082,0.95,0.98562,0.87482,0.43963,0.57583,0.80432,8.13603e-05,8.13603e-05,8.13603e-05
181,2921.53,0.42289,0.48071,0.81728,0.96082,0.95,0.98562,0.87482,0.43963,0.57583,0.80432,7.7826e-05,7.7826e-05,7.7826e-05
182,2936.71,0.44593,0.52195,0.81153,0.96135,0.94997,0.98562,0.87174,0.44248,0.57111,0.80428,7.42917e-05,7.42917e-05,7.42917e-05
183,2951.88,0.46293,0.53221,0.85157,0.9633,0.9488,0.98562,0.87142,0.44583,0.56649,0.80444,7.07574e-05,7.07574e-05,7.07574e-05
184,2967.02,0.45151,0.52602,0.82224,0.96167,0.95171,0.98562,0.86926,0.44777,0.56116,0.8046,6.72231e-05,6.72231e-05,6.72231e-05
185,2982.13,0.40069,0.50909,0.80669,0.96167,0.95171,0.98562,0.86926,0.44777,0.56116,0.8046,6.36888e-05,6.36888e-05,6.36888e-05
186,2997.3,0.42636,0.5136,0.8084,0.96085,0.95515,0.98483,0.87152,0.44937,0.55617,0.80493,6.01545e-05,6.01545e-05,6.01545e-05
187,3012.49,0.39757,0.51059,0.8008,0.96037,0.95946,0.98483,0.86916,0.44881,0.55166,0.80492,5.66202e-05,5.66202e-05,5.66202e-05
188,3027.68,0.41269,0.51348,0.81085,0.96079,0.96017,0.98483,0.86562,0.44644,0.5508,0.80492,5.30859e-05,5.30859e-05,5.30859e-05
189,3042.77,0.39355,0.54013,0.81663,0.96079,0.96017,0.98483,0.86562,0.44644,0.5508,0.80492,4.95516e-05,4.95516e-05,4.95516e-05
190,3057.95,0.44192,0.53452,0.82417,0.96114,0.96083,0.98483,0.86559,0.44459,0.54974,0.80494,4.60173e-05,4.60173e-05,4.60173e-05
191,3073.71,0.41438,0.51004,0.80097,0.96018,0.96473,0.98483,0.86472,0.44108,0.54245,0.8044,4.2483e-05,4.2483e-05,4.2483e-05
192,3088.65,0.38467,0.45838,0.7913,0.96316,0.96631,0.98483,0.86816,0.43916,0.53501,0.80445,3.89487e-05,3.89487e-05,3.89487e-05
193,3103.62,0.40472,0.47075,0.79343,0.96316,0.96631,0.98483,0.86816,0.43916,0.53501,0.80445,3.54144e-05,3.54144e-05,3.54144e-05
194,3118.56,0.39659,0.46705,0.79858,0.9648,0.96498,0.98483,0.86893,0.4393,0.53207,0.80414,3.18801e-05,3.18801e-05,3.18801e-05
195,3133.46,0.38093,0.47086,0.80502,0.96594,0.96366,0.98483,0.86726,0.43959,0.53101,0.80405,2.83458e-05,2.83458e-05,2.83458e-05
196,3148.18,0.39974,0.4889,0.78545,0.96166,0.97206,0.98577,0.8683,0.43998,0.52881,0.80401,2.48115e-05,2.48115e-05,2.48115e-05
197,3162.96,0.39252,0.48363,0.80061,0.96166,0.97206,0.98577,0.8683,0.43998,0.52881,0.80401,2.12772e-05,2.12772e-05,2.12772e-05
198,3177.76,0.3843,0.48028,0.7885,0.96004,0.97268,0.98577,0.86998,0.44,0.52853,0.80403,1.77429e-05,1.77429e-05,1.77429e-05
199,3192.48,0.37101,0.47387,0.78984,0.95939,0.97276,0.98577,0.87076,0.44039,0.52958,0.80397,1.42086e-05,1.42086e-05,1.42086e-05
200,3207.23,0.38205,0.48856,0.78933,0.95815,0.97305,0.98577,0.86957,0.44091,0.5304,0.80389,1.06743e-05,1.06743e-05,1.06743e-05
