epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
157,2504.2,0.48143,0.57959,0.81765,0.94272,0.94301,0.96634,0.86038,0.44419,0.62844,0.80447,0.000162649,0.000162649,0.000162649
158,2519.28,0.47176,0.56058,0.81927,0.93719,0.94556,0.96137,0.84926,0.44283,0.62705,0.80425,0.000159115,0.000159115,0.000159115
159,2535.03,0.42728,0.54037,0.81689,0.93524,0.9458,0.96821,0.84731,0.44142,0.61181,0.80375,0.000155581,0.000155581,0.000155581
160,2550.23,0.44015,0.55206,0.81673,0.94457,0.95695,0.97742,0.86113,0.43908,0.59213,0.80327,0.000152046,0.000152046,0.000152046
161,2565.4,0.47152,0.54988,0.8125,0.94457,0.95695,0.97742,0.86113,0.43908,0.59213,0.80327,0.000148512,0.000148512,0.000148512
162,2580.54,0.42926,0.53961,0.83129,0.95087,0.96209,0.98165,0.86283,0.44095,0.57522,0.80272,0.000144978,0.000144978,0.000144978
163,2595.79,0.42471,0.51808,0.81354,0.95598,0.96188,0.98211,0.86535,0.44266,0.57127,0.80313,0.000141443,0.000141443,0.000141443
164,2611,0.43799,0.51613,0.81033,0.96437,0.9664,0.98262,0.86414,0.44756,0.55793,0.80345,0.000137909,0.000137909,0.000137909
165,2626.04,0.41005,0.51024,0.81891,0.96437,0.9664,0.98262,0.86414,0.44756,0.55793,0.80345,0.000134375,0.000134375,0.000134375
166,2641.21,0.40539,0.50862,0.81707,0.96804,0.9704,0.98509,0.8634,0.44886,0.54592,0.80384,0.000130841,0.000130841,0.000130841
167,2656.51,0.43014,0.54499,0.81181,0.96702,0.97131,0.98509,0.86197,0.44621,0.54266,0.80355,0.000127306,0.000127306,0.000127306
168,2671.74,0.41473,0.53449,0.81116,0.96722,0.97679,0.9879,0.86583,0.44093,0.52857,0.80301,0.000123772,0.000123772,0.000123772
169,2686.89,0.45053,0.55581,0.83274,0.96722,0.97679,0.9879,0.86583,0.44093,0.52857,0.80301,0.000120238,0.000120238,0.000120238
170,2702.06,0.42515,0.53646,0.80905,0.96745,0.98183,0.98884,0.86845,0.43763,0.52443,0.80324,0.000116703,0.000116703,0.000116703
171,2717.28,0.43487,0.54313,0.8029,0.95961,0.98237,0.9879,0.8719,0.43676,0.52924,0.8028,0.000113169,0.000113169,0.000113169
172,2732.51,0.42928,0.52203,0.81364,0.96025,0.98218,0.98696,0.86879,0.43945,0.53408,0.80253,0.000109635,0.000109635,0.000109635
173,2747.73,0.41929,0.51729,0.81117,0.96025,0.98218,0.98696,0.86879,0.43945,0.53408,0.80253,0.0001061,0.0001061,0.0001061
174,2763,0.42757,0.50297,0.82803,0.96232,0.97871,0.98671,0.86958,0.44409,0.54206,0.80282,0.000102566,0.000102566,0.000102566
175,2830.36,0.46364,0.52185,0.8253,0.94869,0.98357,0.9875,0.87102,0.4485,0.55147,0.80363,9.90318e-05,9.90318e-05,9.90318e-05
176,2845.5,0.43151,0.57273,0.81586,0.94098,0.98374,0.98656,0.8709,0.4479,0.55983,0.80441,9.54975e-05,9.54975e-05,9.54975e-05
177,2860.71,0.46496,0.53089,0.82069,0.94098,0.98374,0.98656,0.8709,0.4479,0.55983,0.80441,9.19632e-05,9.19632e-05,9.19632e-05
