epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
164,2977.34,0.48786,0.51428,0.80754,0.94946,0.95354,0.96494,0.84727,0.46293,0.64888,0.81932,0.000384929,0.000384929,0.000384929
165,2995.7,0.43566,0.48096,0.81581,0.94946,0.95354,0.96494,0.84727,0.46293,0.64888,0.81932,0.00038218,0.00038218,0.00038218
166,3014.07,0.48083,0.50988,0.8166,0.96033,0.94806,0.96963,0.84949,0.46612,0.61878,0.8188,0.000379431,0.000379431,0.000379431
167,3032.5,0.44889,0.50411,0.82399,0.97474,0.95078,0.97786,0.85635,0.47245,0.58559,0.81945,0.000376683,0.000376683,0.000376683
168,3050.81,0.42907,0.50601,0.83064,0.95583,0.98451,0.98125,0.86232,0.4646,0.56771,0.81941,0.000373934,0.000373934,0.000373934
169,3069.22,0.4412,0.48091,0.82177,0.95583,0.98451,0.98125,0.86232,0.4646,0.56771,0.81941,0.000371185,0.000371185,0.000371185
170,3087.68,0.42835,0.49289,0.82883,0.96597,0.98019,0.98262,0.86827,0.44482,0.55257,0.81829,0.000368436,0.000368436,0.000368436
171,3106.26,0.43252,0.4836,0.82234,0.96738,0.97969,0.98389,0.87187,0.44313,0.54775,0.81825,0.000365687,0.000365687,0.000365687
172,3124.78,0.41602,0.48293,0.82232,0.96935,0.98227,0.98562,0.87281,0.45974,0.54559,0.81952,0.000362938,0.000362938,0.000362938
173,3143.24,0.44593,0.4753,0.81716,0.96935,0.98227,0.98562,0.87281,0.45974,0.54559,0.81952,0.000360189,0.000360189,0.000360189
174,3161.78,0.43747,0.47149,0.81673,0.97363,0.98377,0.98483,0.86121,0.46928,0.53818,0.81972,0.00035744,0.00035744,0.00035744
175,3180.42,0.44368,0.48135,0.82834,0.97002,0.98361,0.98483,0.86751,0.46642,0.53125,0.81903,0.000354691,0.000354691,0.000354691
176,3199.05,0.41329,0.45714,0.8088,0.97248,0.97558,0.98544,0.87618,0.45143,0.53243,0.81794,0.000351942,0.000351942,0.000351942
177,3217.56,0.45191,0.47649,0.827,0.97248,0.97558,0.98544,0.87618,0.45143,0.53243,0.81794,0.000349194,0.000349194,0.000349194
178,3235.95,0.41397,0.47258,0.8165,0.97632,0.96793,0.98544,0.86639,0.44384,0.53889,0.81777,0.000346445,0.000346445,0.000346445
179,3254.44,0.45278,0.48508,0.82062,0.96361,0.97701,0.98492,0.86579,0.44265,0.53336,0.81749,0.000343696,0.000343696,0.000343696
