timestamp,tx,ty,tz,rx,ry,rz,Distance,Angle X,Angle Y,Angle Z
13:22:05:936,3.7753372371178058,2.25004034333239,221.39240100648237,-0.20805875639357743,0.05425039698124515,0.003089909680869974,221.4360202772252,-12,3,0
13:22:06:218,3.856797384403769,2.312561743060025,221.30086905242277,0.0860262949909584,0.00915202951198487,-0.0013412522773584383,221.34655513749786,5,1,0
13:22:06:406,3.832769591964952,2.2885124415494817,220.75991130367558,0.09611261878245593,-0.004029543267107462,-0.0013365088979962517,220.805040365357,6,0,0
13:22:06:543,3.8323782239221464,2.302977346031289,222.32002034535924,0.03519819314560068,0.0038582372415275302,-0.0022503258828231684,222.36497537577375,2,0,0
13:22:06:709,3.8139533933765093,2.3158877392098236,220.86270059293813,0.10524565959060213,0.03240981135707182,-0.0030916167657737167,220.90776828738572,6,2,0
13:22:06:885,3.8285736087373743,2.331486919647238,222.57221956690577,0.04243152149697007,0.018460252986956898,-0.003329091165962835,222.6173549615414,2,1,0
13:22:07:026,3.8391359262598037,2.2748458858945733,222.34754208838459,0.019772824487722943,-0.011287785651962763,-0.0037406753596135748,222.39231857510464,1,-1,0
13:22:07:157,3.818907041825846,2.273967957265125,221.7498923071778,0.08344977767556006,0.05342383062582881,-0.002265459591374275,221.79443121843642,5,3,0
13:22:07:313,3.8285736087373743,2.331486919647238,222.57221956690577,0.04243152149697007,0.018460252986956898,-0.003329091165962835,222.6173549615414,2,1,0
13:22:07:449,3.841222064270361,2.2070299627194867,221.91300977595944,-0.15006741777353919,0.015089200525458191,-0.0006642656902169943,221.9572253296307,-9,1,0
13:22:07:602,3.8285736087373743,2.331486919647238,222.57221956690577,0.04243152149697007,0.018460252986956898,-0.003329091165962835,222.6173549615414,2,1,0
13:22:07:722,3.763893860684721,2.3437174495124053,220.7160111635719,0.1216873755890338,0.039060471673817106,-0.00383103439522071,220.76054333244346,7,2,0
13:22:07:839,3.8133013785459022,2.3314500828978026,222.00566194912992,0.05951838676886714,-0.010387934095279827,-0.001493940025756132,222.050649322095,3,-1,0
13:22:07:970,3.8133013785459022,2.3314500828978026,222.00566194912992,0.05951838676886714,-0.010387934095279827,-0.001493940025756132,222.050649322095,3,-1,0
13:22:08:097,3.808447417473887,2.339182885779767,221.27361584237713,0.09693990435536992,0.01659715011465263,-0.0020193767298532683,221.31875003321494,6,1,0
13:22:08:270,3.838078165042199,2.3330024274869423,222.71216169165731,-0.06546307203867155,0.006393867236041183,-0.0005805667194560136,222.7574481576285,-4,0,0
13:22:08:419,3.7932864205580588,2.3713646514648734,221.48838487697452,0.11247294344720464,0.04852467922446676,-0.004688502927158051,221.53355733971637,6,3,0
13:22:08:560,3.8350286770803335,2.312315932886797,221.57379769547916,0.077676655246228,-0.02207567826863899,-0.0001917003764531603,221.61904718485872,4,-1,0
13:22:08:705,3.8581171297978383,2.3418288528570743,221.45608141276418,0.0973266233131277,0.010630426734137909,-0.002333377089142544,221.5020659607042,6,1,0
13:22:08:826,3.8059893434915253,2.3134151586520786,222.05139333914414,0.017637584964968832,0.04793015860052176,-0.0016117739188971475,222.0960574355933,1,3,0
