epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
59,900.761,0.54199,1.10851,0.83395,0.69094,0.88259,0.78722,0.67369,0.54168,1.21112,0.8097,0.00057734,0.00057734,0.00057734
60,915.997,0.62567,1.11924,0.83169,0.68071,0.875,0.80741,0.67964,0.57232,1.20625,0.81623,0.000574984,0.000574984,0.000574984
61,931.154,0.5651,1.04859,0.8257,0.68071,0.875,0.80741,0.67964,0.57232,1.20625,0.81623,0.000572628,0.000572628,0.000572628
62,946.349,0.54802,1.01889,0.82951,0.65869,0.87218,0.81975,0.68649,0.56744,1.15557,0.81945,0.000570272,0.000570272,0.000570272
63,961.523,0.56931,1.0617,0.84359,0.60029,0.93266,0.82085,0.69114,0.54589,1.14473,0.81691,0.000567916,0.000567916,0.000567916
64,976.661,0.52247,1.02986,0.83377,0.67125,0.86424,0.82666,0.7061,0.5344,1.14132,0.815,0.000565559,0.000565559,0.000565559
65,991.809,0.5458,1.03663,0.84095,0.67125,0.86424,0.82666,0.7061,0.5344,1.14132,0.815,0.000563203,0.000563203,0.000563203
66,1006.9,0.53721,1.0487,0.82994,0.70183,0.89767,0.80471,0.68226,0.54842,1.16684,0.8142,0.000560847,0.000560847,0.000560847
67,1022.04,0.55306,1.03165,0.82122,0.69996,0.90334,0.79735,0.67299,0.54225,1.21515,0.81174,0.000558491,0.000558491,0.000558491
68,1037.15,0.53497,1.03443,0.8335,0.68816,0.91502,0.80959,0.69186,0.52882,1.13731,0.81094,0.000556135,0.000556135,0.000556135
69,1052.35,0.5429,0.97916,0.83287,0.68816,0.91502,0.80959,0.69186,0.52882,1.13731,0.81094,0.000553778,0.000553778,0.000553778
70,1067.53,0.56853,1.05244,0.84995,0.68867,0.8972,0.82993,0.71141,0.52443,1.04265,0.8126,0.000551422,0.000551422,0.000551422
71,1082.71,0.55637,0.9933,0.82513,0.71751,0.83721,0.8542,0.72305,0.54653,1.04847,0.81552,0.000549066,0.000549066,0.000549066
72,1097.96,0.57421,1.0114,0.84781,0.74376,0.83108,0.85978,0.72011,0.5473,1.10885,0.81615,0.00054671,0.00054671,0.00054671
