timestamp,tx,ty,tz,rx,ry,rz,Distance,Angle X,Angle Y,Angle Z
15:10:34:416,err,err,err,err,err,err,err,err,err,err
15:10:34:645,4.045267686619718,2.084148088951534,222.3024363149681,0.1689165833588937,-0.02459281365293975,-0.002085367177372299,222.3490073184127,10,-1,0
15:10:34:837,4.007828472200678,2.1363726407019046,221.9766686071047,0.1930613485045355,-0.009537730297553067,-0.004702694027094645,222.02312533389602,11,-1,0
15:10:34:996,3.9358448071021988,2.139386199131578,219.93784547185743,0.20499401127359076,-0.01669997371034778,-5.367707193587641e-05,219.9834623749187,12,-1,0
15:10:35:150,3.9761027139102176,2.141653229485929,220.56572450898298,0.23490148079686474,0.0031617703209639264,-0.0043899002058106614,220.61195547730296,13,0,0
15:10:35:305,4.017221618206331,2.1437057305373535,221.93158317703077,0.20791386725956204,-0.022401481323019688,-0.0009859816654089852,221.97828982865025,12,-1,0
15:10:35:417,4.042518994941013,2.130524252910201,222.1489457398274,0.17809787011428513,-0.024381416987110747,-0.0021546491147187265,222.19593872691166,10,-1,0
15:10:35:538,3.9783538493028634,2.1211382652939244,221.73559146909304,0.21072633903450605,0.0014602613579052222,-0.0012257646626656297,221.78142178965146,12,0,0
15:10:35:661,4.060237656970686,2.1079184631823775,221.80938398571445,0.18433009719459473,-0.023970790512386028,0.0008602266954331148,221.8565565274117,11,-1,0
15:10:35:783,3.9598285128895903,2.1143509806447565,221.2190132575753,0.2099039616529373,-0.019351754217456704,-0.0002934362494968599,221.26455330345195,12,-1,0
15:10:35:907,4.0211460553765335,2.1289497872216847,221.7894517188484,0.18349636058371996,-0.03443790388579738,-0.0005943246583407454,221.8361172950486,11,-2,0
15:10:36:026,4.022803760251054,2.1470027083337904,221.5109058273125,0.1825793848060295,-0.005167783934391879,0.0007346597130984367,221.55783437098222,10,0,0
15:10:36:155,4.017189025681512,2.132880786801255,221.11889784749917,0.20622889642684158,-0.04315706071339384,0.0030187028071832042,221.1656708745992,12,-2,0
15:10:36:274,4.024073021450338,2.142289395982408,221.27955110757912,0.2200013201883131,-0.016470523262819742,-0.0011212496640063622,221.32650610785376,13,-1,0
15:10:36:398,4.006532379515343,2.1525035057103135,221.9766755695441,0.18238677868946715,0.00201765673545345,0.002315318193202731,222.02326470430265,10,0,0
15:10:36:521,4.036755646441333,2.1174088224581364,222.2171234758119,0.1929335005399795,-0.0105797395118029,-0.0016204173056029714,222.2638719678363,11,-1,0
15:10:36:644,4.042518994941013,2.130524252910201,222.1489457398274,0.17809787011428513,-0.024381416987110747,-0.0021546491147187265,222.19593872691166,10,-1,0
15:10:36:769,4.017221618206331,2.1437057305373535,221.93158317703077,0.20791386725956204,-0.022401481323019688,-0.0009859816654089852,221.97828982865025,12,-1,0
15:10:36:892,4.017216091018384,2.1655182850032637,221.81377643131898,0.16964460570821224,-0.025750987347265043,0.00022896397482796281,221.8607196177092,10,-1,0
15:10:37:017,3.9995544191501047,2.1556479247387865,221.4559144837995,0.20060616212181398,-0.043811330148889854,5.441823614117126e-06,221.50251762312564,12,-2,0
15:10:37:137,4.002664495676138,2.157829704135976,221.6560294666449,0.19993578904070175,-0.006606931166579403,-0.0018270179183631503,221.70266789331868,11,0,0
15:10:37:257,3.953518261756237,2.1557255293479876,220.88151312116844,0.21394992285580605,-0.022541559506148785,-0.0032483571661966622,220.9274095668096,12,-1,0
15:10:37:385,4.039039350053939,2.093491305319289,221.6803101331214,0.2009155856178311,0.009054516950775825,-0.00019202248696747326,221.72698628140333,12,1,0
15:10:37:505,4.044029705257114,2.098535595104983,221.26329519907688,0.21966251271315546,-0.014212007979306312,-0.001355614166452332,221.310198206623,13,-1,0
15:10:37:630,3.9953604219279653,2.0920036635111026,221.40483198340627,0.20426520925980746,0.0026936043498578125,0.0012458498059382962,221.45075978607437,12,0,0
15:10:37:752,3.9953604219279653,2.0920036635111026,221.40483198340627,0.20426520925980746,0.0026936043498578125,0.0012458498059382962,221.45075978607437,12,0,0
15:10:37:874,3.988745339079686,2.0930500856950847,222.07593294216122,0.1910681405779975,-0.0030640976749408285,0.0013955626123696046,222.12161295149227,11,0,0
15:10:37:999,4.038170238397352,2.1453676990838595,222.27549507960615,0.20317490406186692,-0.012130313367079837,-0.0025657988373804625,222.3225250268685,12,-1,0
15:10:38:119,4.024073021450338,2.142289395982408,221.27955110757912,0.2200013201883131,-0.016470523262819742,-0.0011212496640063622,221.32650610785376,13,-1,0
15:10:38:244,4.019346254498232,2.1286432519000664,221.3203905931317,0.193544497946449,-0.005032451892473833,0.0006379803997559155,221.36711941637535,11,0,0
15:10:38:367,4.016179054179435,2.0917456068988556,220.84885468914499,0.21644219255385166,-0.019552064814492627,-0.0033927270062341958,220.89527317574337,12,-1,0
15:10:38:487,4.019346254498232,2.1286432519000664,221.3203905931317,0.193544497946449,-0.005032451892473833,0.0006379803997559155,221.36711941637535,11,0,0
15:10:38:611,4.0295583094060206,2.1334940139078356,221.28490270264567,0.20347874795578944,-0.02730627757035187,-0.0016742575482329679,221.33187140806368,12,-2,0
15:10:38:776,4.022973459461072,2.1343364550509962,221.91702968230297,0.19060672518873445,-0.03453010899701983,-0.001529157717294441,221.96375328096934,11,-2,0
15:10:38:904,4.010618287962956,2.1571681203388966,221.52298360202263,0.2019481139551062,-0.027034994383493747,-0.003219592724905028,221.56978741988524,12,-2,0
15:10:39:023,4.022904381435429,2.135435181721324,221.70530031891354,0.19742843693897297,-0.004263131011436644,-0.0035545674048605555,221.75207785402407,11,0,0
