timestamp,tx,ty,tz,rx,ry,rz,Distance,Angle X,Angle Y,Angle Z
14:24:20:252,4.1751335039777855,2.4074289353394915,221.96809799834534,-0.22149485015055984,0.052349075895236546,0.0001557063877842221,222.02041343727336,-13,3,0
14:24:20:500,4.169951744355138,2.4031841884995666,221.23167890761616,0.04977520820243644,0.10830766378913365,-0.0057346496584744335,221.284024602041,3,6,0
14:24:20:678,4.13475726844297,2.344831891252943,220.50976659377244,-0.011911373314455647,0.11590406755471193,-0.0026239278321255597,220.56099296454752,-1,7,0
14:24:20:817,4.186484891735619,2.33949472874791,221.24979284711438,0.09805593658748707,0.07513735773271131,-0.005981362441770365,221.30176394738837,6,4,0
14:24:20:931,4.231313134256052,2.3766850042793544,221.54048148329844,0.07673431363487357,0.043413602929333876,-0.004927032926856987,221.59363162848655,4,2,0
14:24:21:051,4.200739031571139,2.353488837969515,221.09806015297798,0.03944194834661329,0.08627357895969254,-0.005276695813769094,221.15048569137642,2,5,0
14:24:21:172,4.197212265953198,2.3478929323134894,221.06453962929825,0.07561896696139395,0.09130862006077146,-0.0049433397120364755,221.11684665248973,4,5,0
14:24:21:298,4.1577607187402315,2.3461604890570156,221.51808177376867,0.05856616547565866,0.10112076428730268,-0.0049790966908650255,221.56951955529618,3,6,0
14:24:21:416,4.175837762680329,2.3624928547956867,220.5531634513932,0.028217218099280596,0.11648269570788865,-0.004543714572388465,220.60534196144516,2,7,0
14:24:21:541,4.18836858951974,2.347349167665008,221.64432544211547,0.05727215509720598,0.08875392798363924,-0.00475265635300139,221.69632265837657,3,5,0
14:24:21:666,4.167290543316782,2.3719237451049193,220.886775873385,0.08602683402109156,0.09989187814932544,-0.005270821231810009,220.93881525993578,5,6,0
14:24:21:783,4.200078621441173,2.3502069647981543,220.8457111950226,0.08689973061374938,0.07928615708511585,-0.0037247092821192304,220.89814912406806,5,5,0
14:24:21:915,4.197212265953198,2.3478929323134894,221.06453962929825,0.07561896696139395,0.09130862006077146,-0.0049433397120364755,221.11684665248973,4,5,0
14:24:22:033,4.220908514356173,2.376832564115822,221.4306796832501,0.08040386149257334,0.06135533731378409,-0.00343831815196409,221.48365923180546,5,4,0
14:24:22:156,4.207767889080306,2.3532128048434577,220.9607436836986,0.08998269874557702,0.10562281626002634,-0.006726999765560491,221.01333256246423,5,6,0
14:24:22:281,4.222126711146452,2.3508921721479163,221.5285166591857,0.06839688694885623,0.06296263288932145,-0.003309116348475217,221.58121928807316,4,4,0
14:24:22:403,4.209996262149487,2.3821893832003154,220.92745556567,0.06025345280846869,0.06075271634741564,-0.005787177301323959,220.98040527953114,3,3,0
14:24:22:531,4.231313134256052,2.3766850042793544,221.54048148329844,0.07673431363487357,0.043413602929333876,-0.004927032926856987,221.59363162848655,4,2,0
14:24:22:648,4.200739031571139,2.353488837969515,221.09806015297798,0.03944194834661329,0.08627357895969254,-0.005276695813769094,221.15048569137642,2,5,0
14:24:22:776,4.18836858951974,2.347349167665008,221.64432544211547,0.05727215509720598,0.08875392798363924,-0.00475265635300139,221.69632265837657,3,5,0
14:24:22:894,4.196460293975767,2.370613084245279,221.76471378908693,0.056942361987968766,0.07517337070773995,-0.006347358321264047,221.81708312785503,3,4,0
14:24:23:029,4.16428425274528,2.373897092597856,221.58012478467083,0.021301459708634583,0.0889204689566227,-0.006969527349572469,221.63196599392924,1,5,0
14:24:23:141,4.142056303267709,2.3501934758633984,221.16714475355116,0.07745994391426242,0.07577396946204325,-0.005016488362316771,221.2184123400032,4,4,0
14:24:23:275,4.195728886176203,2.3338265685714035,221.9477784937606,0.06587082997523394,0.04474664455205785,-0.003828282297591672,221.9997010485687,4,3,0
14:24:23:389,4.232853918462318,2.385673092736544,220.85295492982686,0.07004715429950875,0.057942856445953164,-0.00406299390441485,220.90639689614375,4,3,0
14:24:23:507,4.168431723851877,2.3465960183355916,220.96819475060212,0.07577272334157541,0.10126677370368085,-0.00513681124355474,221.0199661280621,4,6,0
14:24:23:630,4.197212265953198,2.3478929323134894,221.06453962929825,0.07561896696139395,0.09130862006077146,-0.0049433397120364755,221.11684665248973,4,5,0
14:24:23:756,4.159277638469993,2.352578348589795,221.47051005778374,0.02573413418955145,0.09699357865502858,-0.005362419845285127,221.52205542702745,1,6,0
14:24:23:875,4.175962989462301,2.369605314769582,221.10268267777764,0.07459628859650291,0.08949761105836447,-0.006724337555012315,221.1548099941468,4,5,0
14:24:24:002,4.175962989462301,2.369605314769582,221.10268267777764,0.07459628859650291,0.08949761105836447,-0.006724337555012315,221.1548099941468,4,5,0
14:24:24:145,4.205477608041241,2.3356522791611516,221.43339190139756,-0.013145145698342037,0.09465219943996446,-0.003442602544258336,221.48563917879372,-1,5,0
