timestamp,tx,ty,tz,rx,ry,rz,Distance,Angle X,Angle Y,Angle Z
20:43:15:577,err,err,err,err,err,err,err,err,err,err
20:43:15:835,err,err,err,err,err,err,err,err,err,err
20:43:15:981,err,err,err,err,err,err,err,err,err,err
20:43:16:132,err,err,err,err,err,err,err,err,err,err
20:43:16:283,err,err,err,err,err,err,err,err,err,err
20:43:16:439,err,err,err,err,err,err,err,err,err,err
20:43:16:556,err,err,err,err,err,err,err,err,err,err
20:43:16:683,err,err,err,err,err,err,err,err,err,err
20:43:16:799,err,err,err,err,err,err,err,err,err,err
20:43:16:919,err,err,err,err,err,err,err,err,err,err
20:43:17:039,err,err,err,err,err,err,err,err,err,err
20:43:17:173,err,err,err,err,err,err,err,err,err,err
20:43:17:334,err,err,err,err,err,err,err,err,err,err
20:43:17:479,err,err,err,err,err,err,err,err,err,err
20:43:17:597,err,err,err,err,err,err,err,err,err,err
20:43:17:717,err,err,err,err,err,err,err,err,err,err
20:43:17:841,err,err,err,err,err,err,err,err,err,err
20:43:17:958,err,err,err,err,err,err,err,err,err,err
20:43:18:079,err,err,err,err,err,err,err,err,err,err
20:43:18:197,err,err,err,err,err,err,err,err,err,err
20:43:18:324,err,err,err,err,err,err,err,err,err,err
20:43:18:477,114.51426152935456,60.617839075791466,261.7678242396884,-3.2587418320634076,0.08973889340204588,-0.2095581390120799,292.07949656730847,173,-8,-3
20:43:18:682,115.58229732924649,60.95608459445341,267.65433290914456,-3.247827740147221,0.08656755869916347,-0.19817655566614387,297.84854142673197,174,-7,-3
20:43:18:896,116.81749258411544,62.12982956438405,269.9690128956801,-3.251305252428304,0.08145275036794257,-0.21269769850305514,300.64881542957585,173,-8,-2
20:43:19:093,116.84083187567849,62.404390599911665,269.6460567469551,-3.250181583735581,0.0740075801743657,-0.20013547455263545,300.4248389842774,174,-7,-2
20:43:19:280,115.59738066987913,62.54789572575322,266.5499246363672,-3.2541459160962436,0.0652359024309809,-0.21468811858149647,297.1932973690855,173,-8,-2
20:43:19:490,116.01550324812884,63.75659469974851,267.99970239787314,-3.2633183931098912,0.050806280280199706,-0.23825035492823948,298.9119282447142,173,-8,-1
20:43:19:700,116.25960795984055,64.38357747989662,266.7832214282548,-3.261554964731257,0.038859173690781644,-0.24011350322632039,298.05172156476954,173,-8,-1
20:43:19:886,err,err,err,err,err,err,err,err,err,err
20:43:20:007,err,err,err,err,err,err,err,err,err,err
20:43:20:164,err,err,err,err,err,err,err,err,err,err
20:43:20:364,152.54699893191793,88.89317276229426,283.0301687732031,2.9875421818977164,-0.030764976253386145,0.5991639217470751,333.58456121749623,174,-23,0
20:43:20:569,154.5097685491725,89.94028062332504,286.7351028414604,2.991153195452418,-0.03376928236759956,0.5836727217917966,337.9046342642021,175,-22,0
20:43:20:762,err,err,err,err,err,err,err,err,err,err
20:43:20:907,err,err,err,err,err,err,err,err,err,err
