epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
169,13341.7,0.37033,0.27678,0.81941,0.96186,0.96375,0.9636,0.8734,0.42341,0.43159,0.82944,0.000371185,0.000371185,0.000371185
170,13412.5,0.37223,0.27659,0.81465,0.95941,0.96591,0.96899,0.87957,0.42869,0.41601,0.83032,0.000368436,0.000368436,0.000368436
171,13447.8,0.36094,0.26781,0.81163,0.95452,0.96254,0.97822,0.88234,0.43342,0.39152,0.83007,0.000365687,0.000365687,0.000365687
172,13488.1,0.36673,0.27468,0.81995,0.96467,0.97,0.98197,0.8914,0.43424,0.37461,0.83065,0.000362938,0.000362938,0.000362938
173,13525.1,0.38189,0.27307,0.81192,0.96467,0.97,0.98197,0.8914,0.43424,0.37461,0.83065,0.000360189,0.000360189,0.000360189
174,13562,0.37427,0.26419,0.80995,0.98203,0.969,0.9837,0.89181,0.43589,0.35446,0.83219,0.00035744,0.00035744,0.00035744
175,13599,0.38193,0.2796,0.81753,0.97615,0.97098,0.98469,0.89794,0.43481,0.34568,0.83195,0.000354691,0.000354691,0.000354691
176,13636.2,0.36082,0.2689,0.81007,0.97418,0.98799,0.995,0.90436,0.43735,0.32207,0.83103,0.000351942,0.000351942,0.000351942
177,13673.4,0.38609,0.26883,0.81784,0.97418,0.98799,0.995,0.90436,0.43735,0.32207,0.83103,0.000349194,0.000349194,0.000349194
178,13711.2,0.34869,0.27252,0.80868,0.97766,1,0.995,0.89689,0.43457,0.29683,0.83028,0.000346445,0.000346445,0.000346445
179,13748.7,0.37492,0.26033,0.8114,0.98439,0.99028,0.995,0.89959,0.42574,0.29323,0.82969,0.000343696,0.000343696,0.000343696
180,13787.9,0.3776,0.27812,0.80743,0.96504,0.99068,0.99406,0.89974,0.42682,0.31129,0.82922,0.000340947,0.000340947,0.000340947
181,13825.9,0.37186,0.27112,0.83028,0.96504,0.99068,0.99406,0.89974,0.42682,0.31129,0.82922,0.000338198,0.000338198,0.000338198
